,accX,accY,accZ,gyroX,gyroY,gyroZ
577,15047,-12018,2408,-653,450,16992
578,14574,-12318,2379,-780,782,15797
579,14080,-12559,2339,-921,966,14597
580,13610,-12753,2325,-1091,997,13436
581,13138,-12929,2284,-1273,946,12326
582,12662,-13097,2197,-1444,871,11287
583,12183,-13265,2112,-1582,782,10310
584,11746,-13417,2046,-1665,704,9377
585,11344,-13541,1977,-1681,667,8491
586,10947,-13641,1901,-1638,657,7674
587,10577,-13723,1824,-1553,614,6944
588,10259,-13795,1756,-1445,514,6304
589,9989,-13862,1704,-1334,395,5740
590,9772,-13929,1658,-1234,288,5226
591,9590,-14001,1616,-1150,216,4752
592,9412,-14072,1564,-1077,194,4314
593,9245,-14146,1509,-1020,203,3911
594,9089,-14216,1463,-983,234,3537
595,8929,-14278,1419,-962,287,3186
596,8770,-14326,1378,-952,342,2855
597,8619,-14371,1366,-951,382,2546
598,8460,-14409,1348,-941,392,2254
599,8298,-14439,1328,-912,339,1978
600,8157,-14464,1317,-868,210,1723
601,8076,-14472,1350,-813,27,1490
602,8039,-14479,1390,-754,-174,1272
603,8030,-14503,1433,-693,-385,1072
604,8043,-14533,1487,-616,-599,891
605,8267,-14517,1568,-477,-808,631
606,8469,-14502,1641,-352,-996,397
607,8733,-14496,1732,-214,-1044,40
608,8971,-14491,1814,-90,-1087,-280
609,9519,-14478,1895,14,-1287,-720
610,10012,-14467,1968,108,-1467,-1116
611,10690,-14469,2051,177,-1532,-1651
612,11302,-14511,2110,218,-1331,-2401
613,11918,-14535,2199,261,-1112,-3338
614,12826,-14596,2270,293,-1208,-4452
615,14119,-14756,2255,312,-1606,-5841
616,15663,-15038,2218,301,-1978,-7629
617,17188,-15375,2115,283,-2232,-9843
618,18745,-15664,1884,235,-2582,-12135
619,20148,-15982,1495,72,-2958,-14198
620,21410,-16392,951,-249,-2993,-16055
621,22425,-16755,338,-683,-2716,-17726
622,22487,-16654,-291,-1418,-2689,-19230
623,22543,-16564,-858,-2080,-2666,-20584
624,21726,-16439,-1322,-3172,-3455,-21802
625,20990,-16328,-1739,-4155,-4165,-22899
626,19786,-15931,-1958,-5480,-5816,-23886
627,18703,-15573,-2155,-6672,-7302,-24774
628,17392,-14985,-1859,-8209,-7851,-25573
629,16211,-14455,-1593,-9592,-8345,-26292
630,14268,-13612,-664,-10343,-7071,-26940
631,12519,-12854,171,-11020,-5926,-27523
632,10160,-11336,973,-10936,-4054,-28047
633,8036,-9969,1695,-10861,-2370,-28519
634,6701,-8013,1640,-9901,-2097,-26867
635,5499,-6253,1590,-9038,-1851,-25380
636,5488,-4104,1732,-8000,-2015,-23176
637,5102,-2025,1835,-7196,-1166,-21089
638,4347,-155,1905,-6928,76,-19422
639,3692,1145,2062,-6920,988,-18192
640,3061,2127,2208,-6692,1508,-16765
641,2699,2930,2463,-6196,1741,-14824
642,2303,3500,2719,-5536,2157,-12488
643,1715,3807,2908,-4829,2806,-9796
644,1081,3868,2945,-4104,3489,-6703
